budget,id_pelicula,original_language,overview,popularity,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count,genres_ok,spoken_languages_ok,production_countries,belong_to_collection,production_companies_ok,release_year,return
2000000.0,226,en,"Female born, Teena Brandon adopts his male identity of Brandon Teena and attempts to find himself and love in Nebraska.",6.536006,1999-09-02,11540607.0,118.0,Released,A true story about finding the courage to be yourself.,Boys Don't Cry,7.2,360,"Crime,Drama",English,United States of America,,"Fox Searchlight Pictures,The Independent Film Channel Productions,IFC Films,Killer Films,Hart-Sharp Entertainment",1999,5.77
18000000.0,7972,en,"When two brothers organize the robbery of their parents' jewelry store, the job goes horribly wrong, triggering a series of events that send them and their family hurtling towards a shattering climax.",9.309967,2007-09-26,25005257.0,117.0,Released,No one was supposed to get hurt.,Before the Devil Knows You're Dead,6.9,359,"Crime,Drama,Thriller",English,United States of America,,"Capitol Films,Linsefilm,Unity Productions,Michael Cerenzie Productions,Funky Buddha Productions",2007,1.39
5000000.0,245916,en,A reporter becomes the target of a vicious smear campaign that drives him to the point of suicide after he exposes the CIA's role in arming Contra rebels in Nicaragua and importing cocaine into California. Based on the true story of journalist Gary Webb.,13.524048,2014-10-09,2450846.0,112.0,Released,Can you keep a national secret?,Kill the Messenger,6.6,359,"Thriller,Crime,Drama,Mystery",English,United States of America,,"The Combine,Bluegrass Films",2014,0.49
500000.0,203,en,"A small-time hood must choose from among love, friendship and the chance to rise within the mob.",8.212399,1973-10-02,3000000.0,110.0,Released,You don't make up for your sins in church. You do it in the streets...,Mean Streets,7.2,359,"Drama,Crime","English,Italiano",United States of America,,Scorsese Productions,1973,6.0
60000000.0,2119,en,"Talented but unproven stock car driver Cole Trickle gets a break and with the guidance of veteran Harry Hogge turns heads on the track. The young hotshot develops a rivalry with a fellow racer that threatens his career when the two smash their cars. But with the help of his doctor, Cole just might overcome his injuries-- and his fear.",7.046753,1990-06-27,157920733.0,107.0,Released,You can't stop the thunder.,Days of Thunder,5.9,359,Adventure,English,United States of America,,"Paramount Pictures,Don Simpson/Jerry Bruckheimer Films",1990,2.63
1.0,9433,en,"The plane carrying wealthy Charles Morse crashes down in the Alaskan wilderness. Together with the two other passengers, photographer Robert and assistant Stephen, Charles devises a plan to help them reach civilization. However, his biggest obstacle might not be the elements, or even the Kodiak bear stalking them -- it could be Robert, whom Charles suspects is having an affair with his wife and would not mind seeing him dead.",15.174973,1997-09-06,43312294.0,117.0,Released,"They were fighting over a woman when the plane went down. Now, their only chance for survival is each other.",The Edge,6.8,359,"Action,Adventure,Drama","English,Français,Pусский",United States of America,,Art Linson Productions,1997,43312294.0
5000000.0,50357,en,"Officially, Apollo 17 was the last manned mission to the moon. But a year later in 1973, three American astronauts were sent on a secret mission to the moon funded by the US Department of Defense. What you are about to see is the actual footage which the astronauts captured on that mission. While NASA denies it's authenticity, others say it's the real reason we've never gone back to the moon.",10.711742,2011-07-20,25562924.0,86.0,Released,There's a reason we've never gone back to the moon.,Apollo 18,5.0,359,"Horror,Thriller,Science Fiction","Český,English","Canada,United States of America",,"Bazelevs Production,Dimension Films,Bekmambetov Projects Ltd.",2011,5.11
120000000.0,7459,en,"Speed Racer is the tale of a young and brilliant racing driver. When corruption in the racing leagues costs his brother his life, he must team up with the police and the mysterious Racer X to bring an end to the corruption and criminal activities. Inspired by the cartoon series.",7.134168,2008-05-09,93945766.0,135.0,Released,Go!,Speed Racer,5.7,359,"Action,Family,Science Fiction",English,"Australia,Germany,United States of America",,"Village Roadshow Pictures,Studio Babelsberg,Anarchos Productions,Silver Pictures,Warner Bros.,Velocity Productions",2008,0.78
42000000.0,10145,en,"Telly Paretta is a grieving mother struggling to cope with the loss of her 8-year-old son. She is stunned when her psychiatrist reveals that she has created eight years of memories about a son she never had. But when she meets a man who has had a similar experience, Telly embarks on a search to prove her son's existence, and her sanity.",6.40146,2004-09-24,117575636.0,91.0,Released,You'll Never Forget The Ones You Love,The Forgotten,5.5,359,"Crime,Drama,Horror,Mystery,Science Fiction,Thriller",English,United States of America,,"Revolution Studios,Jinks/Cohen Company,Visual Arts Entertainment",2004,2.8
5000000.0,171424,en,"A group of student activists travel from New York City to the Amazon to save the rainforest.  However, once they arrive in this vast green landscape, they soon discover that they are not alone… and that no good deed goes unpunished.",9.336019,2014-09-04,6833445.0,100.0,Released,Fear will eat you alive.,The Green Inferno,5.0,359,"Action,Adventure,Horror,Thriller",English,"Canada,Chile,United States of America",,"Worldview Entertainment,Dragonfly Entertainment,Sobras International Pictures,Top Hat Releasing,BH Tilt",2014,1.37
22000000.0,1642,en,"Angela Bennett is a freelance software engineer who lives in a world of computer technology. When a cyber friend asks Bennett to debug a new game, she inadvertently becomes involved in a conspiracy that will soon turn her life upside down. While on vacation in Mexico, her purse is stolen. She soon finds that people and events may not be what they seem as she becomes the target of an assassination. Her vacation is ruined.  She gets a new passport at the U.S. Embassy in Mexico but it has the wrong name, Ruth Marx. When she returns to the U.S. to sort things out, she discovers that Ruth Marx has an unsavory past and a lengthy  police record. To make matters worse, another person has assumed her real identity ...",13.304342,1995-07-28,110627965.0,114.0,Released,"No driver's license, no credit cards, no passport, no access to her bank accounts in a foreign country ... She finds her identity stolen.",The Net,5.6,359,"Crime,Drama,Mystery,Thriller,Action","English,Español",United States of America,Síť (kolekce),Columbia Pictures,1995,5.03
13000000.0,9816,en,"A white midwestern girl moves to Chicago, where her new boyfriend is a black teen from the South Side with a rough, semi-criminal past.",4.794088,2001-01-12,91038276.0,112.0,Released,The Only Person You Need To Be Is Yourself.,Save the Last Dance,6.3,359,"Drama,Family,Romance,Music",English,United States of America,Save The Last Dance Collection,"MTV Films,Cort/Madden Productions",2001,7.0
10000000.0,308,en,"As the devoutly single Don Johnston is dumped by his latest girlfriend, he receives an anonymous pink letter informing him that he has a son who may be looking for him.",6.589304,2005-05-17,45742101.0,105.0,Released,Sometimes life brings some strange surprises.,Broken Flowers,6.8,359,"Comedy,Drama,Mystery,Romance",English,"France,United States of America",,"Bac Films,Focus Features,Five Roses",2005,4.57
65000000.0,11001,en,"Miles Logan is a jewel thief who just hit the big time by stealing a huge diamond. However, after two years in jail, he comes to find out that he hid the diamond in a police building that was being built at the time of the robbery. In an attempt to regain his diamond, he poses as a LAPD detective",6.229424,1999-09-17,117758500.0,93.0,Released,He's A Cop That's Not.,Blue Streak,6.1,359,"Action,Comedy,Crime",English,"Germany,United States of America",,Columbia Pictures,1999,1.81
1.0,121986,en,"An aspiring dancer moves to New York City and becomes caught up in a whirlwind of flighty fair-weather friends, diminishing fortunes and career setbacks.",8.471415,2013-05-17,4069826.0,86.0,Released,,Frances Ha,7.3,358,"Comedy,Drama",English,"Brazil,United States of America",,"Scott Rudin Productions,RT Features,Pine District Pictures",2013,4069826.0
13000000.0,6844,en,"Escaping death, a Hebrew infant is raised in a royal household to become a prince. Upon discovery of his true heritage, Moses embarks on a personal quest to reclaim his destiny as the leader and liberator of the Hebrew people.",11.14704,1956-10-05,122700000.0,220.0,Released,,The Ten Commandments,7.5,358,"Drama,History",English,United States of America,,"Paramount Pictures,Motion Picture Associates",1956,9.44
1.0,198375,ja,"Takao, who is training to become a shoemaker, skipped school and is sketching shoes in a Japanese-style garden. He meets a mysterious woman, Yukino, who is older than him. Then, without arranging the times, the two start to see each other again and again, but only on rainy days. They deepen their relationship and open up to each other. But the end of the rainy season soon approaches …",11.16068,2013-05-31,0.0,46.0,Released,,The Garden of Words,7.5,358,"Animation,Drama,Romance",日本語,Japan,,CoMix Wave Films,2013,0.0
7500000.0,403,en,The story of an old Jewish widow named Daisy Werthan and her relationship with her colored chauffeur Hoke. From an initial mere work relationship grew in 25 years a strong friendship between the two very different characters in a time when those types of relationships where shunned upon. Oscar winning tragic comedy with a star-studded cast and based on a play of the same name by Alfred Uhry.,10.703677,1989-12-13,145793296.0,99.0,Released,"The funny, touching and totally irresistible story of a working relationship that became a 25-year friendship.",Driving Miss Daisy,7.0,358,"Comedy,Drama","English,Magyar,Polski",United States of America,,"The Zanuck Company,Majestic Films International,Warner Bros.",1989,19.44
35000000.0,115348,en,"An entry-level employee at a powerful corporation finds himself occupying a corner office, but at a dangerous price: he must spy on his boss's old mentor to secure for him a multi-billion dollar advantage.",7.249581,2013-08-14,13785015.0,106.0,Released,In a war between kings even a pawn can change the game.,Paranoia,5.6,358,"Drama,Thriller",English,"France,United States of America",,"Gaumont,Kintop Pictures,Reliance Entertainment,Relativity Media,IM Global,Demarest Films,EMJAG Productions,Film 360,E Stars Films",2013,0.39
5000000.0,418078,en,"Secure within a desolate home as an unnatural threat terrorizes the world, a man has established a tenuous domestic order with his wife and son, but this will soon be put to test when a desperate young family arrives seeking refuge.",20.504587,2017-06-09,0.0,91.0,Released,,It Comes at Night,5.6,357,"Horror,Mystery,Thriller",English,United States of America,,"Animal Kingdom,A24",2017,0.0
1.0,192132,en,"Palo Alto weaves together three stories of teenage lust, boredom, and self-destruction: shy, sensitive April, torn between an illicit flirtation with her soccer coach and an unrequited crush on sweet stoner Teddy; Emily, who offers sexual favors to any boy to cross her path; and the increasingly dangerous exploits of Teddy and his best friend Fred, whose behavior may or may not be sociopathic.",7.261527,2014-05-09,0.0,100.0,Released,,Palo Alto,6.4,356,Drama,English,United States of America,,"RabbitBandini Productions,Tribeca Film",2014,0.0
1.0,1398,ru,"Near a gray and unnamed city is the Zone, a place guarded by barbed wire and soldiers, and where the normal laws of physics are victim to frequent anomalies. A Stalker guides two men into the Zone, specifically to an area in which deep seeded desires are granted.",7.787515,1979-04-16,0.0,163.0,Released,,Stalker,7.8,356,"Drama,Science Fiction,Thriller",Pусский,Russia,,Mosfilm,1979,0.0
1.0,141043,en,"Four lost souls decide to end their lives on the same night, New Year's Eve. When they meet unintentionally at the same suicide hotspot, they mutually agree to call off their plans for six weeks, forming an unconventional, dysfunctional family.",10.46897,2014-03-20,7176347.0,96.0,Released,Every friendship has its ups and downs.,A Long Way Down,6.2,356,"Comedy,Drama",English,"Germany,United Kingdom",,BBC Films,2014,7176347.0
35000000.0,279641,en,"In 2002, cable news producer Kim Barker (Tina Fey) decides to shake up her routine by taking a daring new assignment in Kabul, Afghanistan. Dislodged from her comfortable American lifestyle, Barker finds herself in the middle of an out-of-control war zone. Luckily, she meets Tanya Vanderpoel (Margot Robbie), a fellow journalist who takes the shellshocked reporter under her wing. Amid the militants, warlords and nighttime partying, Barker discovers the key to becoming a successful correspondent.",8.155604,2016-03-04,23083334.0,112.0,Released,From the headlines to the front lines,Whiskey Tango Foxtrot,6.0,356,"War,Comedy",English,United States of America,,"Paramount Pictures,Broadway Video,Little Stranger",2016,0.66
45000000.0,11081,en,"Recruited to assist Montreal police in their desperate search for a serial killer who assumes the identities of his victims, FBI profiler Illeana Scott knows it's only a matter of time before the killer strikes again. Her most promising lead is a museum employee who might be the killer's only eyewitness.",7.85646,2004-03-19,65470529.0,103.0,Released,He would kill to be you.,Taking Lives,6.0,356,"Action,Crime,Mystery,Thriller",English,United States of America,,"Village Roadshow Pictures,Atmosphere Entertainment MM,Warner Bros.",2004,1.45
18000000.0,43959,en,"Soul Surfer is the inspiring true story of teen surfer Bethany Hamilton. Bethany lost her left arm in a shark attack and courageously overcame all odds to become a champion again, through her sheer determination and unwavering faith.Bethany (AnnaSophia Robb) was born to surf. A natural talent who took to the waves at a young age, she was leading an idyllic life on Kauai, participating in national surf competitions with her best friend Alana (Lorraine Nicholson), when everything changed. On Halloween morning, a 14-foot tiger shark came out of nowhere and seemed to shatter all her dreams.Soul Surfer reveals Bethany's fight to recover from her ordeal and how she grappled with the question of her future. Strengthened by the love of her parents, Tom (Dennis Quaid) and Cheri (Helen Hunt), and supported by her youth group leader Sara (Carrie Underwood), Bethany refuses to give in or give up, and begins a bold return to the water.",11.009053,2011-04-08,47088990.0,106.0,Released,"When you come back from a loss, beat the odds, and never say never, you find a champion.",Soul Surfer,6.9,355,"Family,Action,Drama",English,United States of America,,"Mandalay Pictures,TriStar Pictures,Brookwell-McNamara Entertainment,FilmDistrict,Affirm Films",2011,2.62
5000000.0,155084,en,"A bright but meek salesman, drowning in debt as he's about to get married, receives a mysterious phone call informing him that he's on a hidden camera game show where he must execute 13 tasks to receive a multi-million dollar cash prize.",9.067788,2014-04-18,13809.0,93.0,Released,You don't play the game. It plays you.,13 Sins,6.2,355,"Horror,Thriller",English,United States of America,,"Sahamongkol Film International,Dimension Films,IM Global,Automatik Entertainment,Radius-TWC,Little Magic Films",2014,0.0
1.0,11846,en,"George Banks is an ordinary, middle-class man whose 21 year-old daughter Annie has decided to marry a man from an upper-class family, but George can't think of what life would be like without his daughter. He becomes slightly insane, but his wife tries to make him happy for Annie, but when the wedding takes place at their home and a foreign wedding planner takes over the ceremony.",5.490622,1991-12-20,89325780.0,105.0,Released,Love is wonderful. Until it happens to your only daughter.,Father of the Bride,6.2,355,"Comedy,Romance","English,Italiano,Português",United States of America,Father of the Bride Collection,"Sandollar Productions,Touchstone Pictures",1991,89325780.0
1.0,254302,en,Life for the residents of a tower block begins to run out of control.,18.947206,2015-11-22,346472.0,119.0,Released,Leave the real world behind,High-Rise,5.3,355,Drama,"Français,English","Belgium,United Kingdom",,"Ingenious Media,HanWay Films,Scope Pictures,Recorded Picture Company (RPC),Northern Ireland Screen",2015,346472.0
15000000.0,9793,en,A group of National Guard trainees find themselves battling against a vicious group of mutants on their last day of training in the desert.,5.559312,2007-03-22,0.0,89.0,Released,Help isn't coming.,The Hills Have Eyes 2,5.2,355,"Horror,Thriller","English,Español",United States of America,The Hills Have Eyes (Reboot) Collection,"Dune Entertainment,Craven-Maddalena Films,Fox Atomic",2007,0.0
2000000.0,11023,en,"Tracy is a normal 13-year-old trying to make it in school. After befriending the most popular girl at school, Evie, Tracy's world is turned upside down when Evie introduces her to a world of sex, drugs and cash. But it isn't long before Tracy's new world and attitude finally takes a toll on her, her family, and old friends.",14.379879,2003-08-20,4601043.0,100.0,Released,It's happening so fast.,Thirteen,6.6,355,"Crime,Drama","English,Português,Español",United States of America,,"Fox Searchlight Pictures,Sound for Film,Working Title Films,Antidote Films (I)",2003,2.3
14000000.0,12403,en,"For their honeymoon, newlyweds Cliff and Cydney head to the tropical islands of Hawaii. While journeying through the paradisaical countryside the couple encounters Kale and Cleo, two disgruntled hitchhikers and Nick and Gina, two wild but well-meaning spirits who help guide them through the lush jungles. The picturesque waterfalls and scenic mountainsides quickly give way to terror when Cliff and Cydney learn of a grisly murder that occurred nearby and realize that they're being followed by chance acquaintances that suspiciously fit the description of the killers.",11.017008,2009-06-08,22852638.0,98.0,Released,Welcome to paradise. Enter at your own risk.,A Perfect Getaway,6.2,355,"Thriller,Mystery,Adventure",English,United States of America,,"Davis Entertainment,Relativity Media,Rogue,QED International,Tooley Productions",2009,1.63
5000000.0,9012,en,"Johnny Knoxville and his crazy friends appear on the big screen for the very first time in Jackass: The Movie. They wander around Japan in panda outfits, wreak havoc on a once civilized golf course, they even do stunts involving LIVE alligators, and so on. While Johnny Knoxvile and his pals put their life at risk, they are entertaining people at the same time. Get ready for Jackass: The Movie!!",14.095586,2002-10-21,64282312.0,87.0,Released,Do not attempt this at home.,Jackass: The Movie,6.1,355,"Documentary,Comedy",English,United States of America,Jackass Collection,"Paramount Pictures,MTV Films,Dickhouse Productions,Lynch Siderow Productions",2002,12.86
40000000.0,9708,en,"A sheriff investigating the disappearance of a young girl from a small island discovers there's a larger mystery to solve among the island's secretive, neo-pagan community.",9.423256,2006-09-01,38755073.0,102.0,Released,Some sacrifices must be made,The Wicker Man,4.0,355,"Mystery,Thriller,Horror",English,"Canada,Germany,United States of America",,"Saturn Films,Brightlight Pictures,Alcon Entertainment,Nu Image Entertainment GmbH,Warner Bros.,Millennium Films,Emmett/Furla Films,Equity Pictures Medienfonds GmbH & Co. KG III,Wicker Man Productions",2006,0.97
40000000.0,24418,en,"Darren Shan is a regular teenage kid. He and his friend Steve find out about a Freak Show coming to town and work hard at trying to find tickets. They do, and together they go to ""Cirque du Freak"" where they see many strange acts including a wolf-man and a bearded lady",10.829432,2009-10-23,28169671.0,109.0,Released,Meet Darren. He's sixteen going on immortal.,Cirque du Freak: The Vampire's Assistant,5.5,354,"Adventure,Fantasy,Action,Thriller",English,United States of America,,Universal Pictures,2009,0.7
1.0,44244,en,"Mitchie can't wait to go back to Camp Rock and spend the summer making new music with her friends and superstar Shane Gray. But the slick new camp across the lake, Camp Star, has drummed up some serious competition — featuring newcomers Luke (Matthew ""Mdot"" Finley) and Dana (Chloe Bridges). In a sensational battle of the bands, with Camp Rock's future at stake, will Camp Star's flashy production and over-the-top antics win out, or will Camp Rockers prove that music, teamwork, and spirit are what truly matter?",4.834304,2010-06-06,0.0,97.0,Released,,Camp Rock 2: The Final Jam,5.8,354,"Comedy,Music,TV Movie",English,United States of America,Camp Rock Collection,"Walt Disney Television,Alan Sacks Productions",2010,0.0
60000000.0,11329,en,A juror on the inside and a woman on the outside manipulate a court trial involving a major gun manufacturer.,8.810961,2003-10-09,80154140.0,127.0,Released,Trials are too important to be decided by juries.,Runaway Jury,6.9,354,"Drama,Thriller","English,Français,Italiano",United States of America,,"Regency Enterprises,Epsilon Motion Pictures,New Regency Pictures",2003,1.34
50000000.0,10529,en,"During the reign of the Vikings, a man from another world crash-lands on Earth, bringing with him an alien predator. The man must fuse his advanced technology with the weaponry of the vikings to fight the monster.",14.611182,2008-04-24,7033683.0,115.0,Released,It destroyed his world. He won't let it destroy ours.,Outlander,6.1,354,"Fantasy,Action,Science Fiction",English,"Germany,United States of America",,"Ascendant Pictures,Rising Star,VIP Medienfonds 4,Virtual Films,Outlander Productions",2008,0.14
27000000.0,9437,en,"Forensic psychologist Alex Cross travels to North Carolina and teams with escaped kidnap victim Kate McTiernan to hunt down ""Casanova,"" a serial killer who abducts strong-willed women and forces them to submit to his demands. The trail leads to Los Angeles, where the duo discovers that the psychopath may not be working alone.",12.235391,1997-10-03,60527873.0,115.0,Released,Smart Girls. Pretty Girls. Missing Girls.,Kiss the Girls,6.2,353,"Drama,Mystery,Thriller,Crime","English,普通话",United States of America,Alex Cross Collection,"Paramount Pictures,Rysher Entertainment",1997,2.24
1.0,797,sv,"A young nurse, Alma, is put in charge of Elisabeth Vogler: an actress who is seemingly healthy in all respects, but will not talk. As they spend time together, Alma speaks to Elisabeth constantly, never receiving any answer. Alma eventually confesses her secrets to a seemingly sympathetic Elisabeth and finds that her own personality is being submerged into Elisabeth's persona.",8.862628,1966-10-18,0.0,85.0,Released,,Persona,8.0,353,Drama,svenska,Sweden,,Svensk Filmindustri (SF),1966,0.0
3200000.0,55347,en,"A young man is rocked by two announcements from his elderly father: that he has terminal cancer, and that he has a young male lover.",6.72639,2010-09-11,5332926.0,105.0,Released,This is what love feels like.,Beginners,6.8,353,"Drama,Romance,Comedy","English,Français",United States of America,,"Parts and Labor,Olympus Pictures,Focus Features",2010,1.67
47000000.0,2841,fr,"In 1919, Mathilde was 19 years old. Two years earlier, her fiancé Manech left for the front at the Somme. Like millions of others he was ""killed on the field of battle."" It's written in black and white on the official notice. But Mathilde refuses to believe it. If Manech had died, she would know. She hangs on to her intuition as tightly as she would onto the last thread of hope linking her to her lover. A former sergeant tells her in vain that Manech died in the no man's land of a trench named Bingo Crepescule, in the company of four other men condemned to die for self-inflicted wounds. Her path ahead is full of obstacles but Mathilde is not frightened. Anything is possible to someone who is willing to challenge fate...",10.896295,2004-10-26,0.0,133.0,Released,Never let go,A Very Long Engagement,7.1,352,Drama,",Français,Deutsch",France,,"Gerber Pictures,2003 Productions,TF1 Films Production,Canal+,Warner Bros.,Région Ile-de-France,Tapioca Films,Centre National de la Cinématographie (CNC),Région Bretagne,Région Poitou-Charentes",2004,0.0
1.0,248574,en,"A 16-year-old international assassin yearning for a ""normal"" adolescence fakes her own death and enrolls as a senior in a suburban high school. She quickly learns that being popular can be more painful than getting water-boarded.",11.009871,2015-04-30,6075.0,96.0,Released,Click. Clique. Bang.,Barely Lethal,5.5,352,"Adventure,Action,Comedy",English,United States of America,,A24,2015,6075.0
1.0,184345,en,"Having exorcised the demons of his ex, Malcolm is starting fresh with his new girlfriend and her two children. After moving into their dream home, however, Malcolm is once again plagued by bizarre paranormal events.",8.172603,2014-04-17,0.0,87.0,Released,It'll scare the #2 out of you.,A Haunted House 2,5.4,352,"Comedy,Horror",English,United States of America,A Haunted House Collection,"Automatik Entertainment,Open Road Films",2014,0.0
1.0,850,en,"The comic mishaps and adventures of a young boy named Ralph, trying to convince his parents, teachers, and Santa that a Red Ryder B.B. gun really is the perfect Christmas gift for the 1940s.",7.337907,1983-11-18,19294144.0,94.0,Released,"Peace, Harmony, Comfort and Joy... Maybe Next Year.",A Christmas Story,7.4,352,"Comedy,Family",English,"Canada,United States of America",A Christmas Story Collection,"Metro-Goldwyn-Mayer (MGM),Christmas Tree Films",1983,19294144.0
1500000.0,221,en,"After moving to a new town, troublemaking teen Jim Stark is supposed to have a clean slate, although being the new kid in town brings its own problems. While searching for some stability, Stark forms a bond with a disturbed classmate, Plato, and falls for local girl Judy. However, Judy is the girlfriend of neighborhood tough, Buzz. When Buzz violently confronts Jim and challenges him to a drag race, the new kid's real troubles begin.",10.968169,1955-10-27,0.0,111.0,Released,The bad boy from a good family.,Rebel Without a Cause,7.6,351,Drama,English,United States of America,,Warner Bros.,1955,0.0
9250000.0,145247,sv,"After living a long and colorful life, Allan Karlsson finds himself stuck in a nursing home. On his 100th birthday, he leaps out a window and begins an unexpected journey.",5.434306,2013-12-25,0.0,114.0,Released,"For a century he's made the world uncertain, and now he is on the loose again.",The 100 Year-Old Man Who Climbed Out the Window and Disappeared,6.7,351,"Adventure,Comedy,Drama","svenska,Deutsch,English,Español,Français,Pусский",Sweden,,"FLX Comedy AB,NICE FLX Pictures,Nice Drama,Walt Disney Studios Motion Pictures AB",2013,0.0
4000000.0,4808,en,"After Regina Lampert falls for the dashing Peter Joshua on a skiing holiday in the French Alps, she discovers upon her return to Paris that her husband has been murdered. Soon, she and Peter are giving chase to three of her late husband's World War II cronies, Tex, Scobie and Gideon, who are after a quarter of a million dollars the quartet stole while behind enemy lines. But why does Peter keep changing his name?",7.098731,1963-12-05,13474588.0,113.0,Released,Is anyone really who they seem to be?,Charade,7.7,351,"Comedy,Mystery,Romance,Thriller","English,Français,Deutsch,Italiano",United States of America,,Universal Pictures,1963,3.37
1.0,209263,en,"Eva is a divorced soon-to-be empty-nester wondering about her next act. Then she meets Marianne, the embodiment of her perfect self. Armed with a restored outlook on being middle-aged and single, Eva decides to take a chance on her new love interest Albert — a sweet, funny and like-minded man. But things get complicated when Eva discovers that Albert is in fact the dreaded ex–husband of Marianne...",6.782909,2013-09-18,25288872.0,93.0,Released,,Enough Said,6.6,351,"Comedy,Drama,Romance",English,United States of America,,Fox Searchlight Pictures,2013,25288872.0
7300000.0,25941,en,An elderly ex-serviceman and widower looks to avenge his best friend's murder by doling out his own form of justice.,7.478206,2009-11-11,10329747.0,103.0,Released,Every man has a breaking point.,Harry Brown,6.7,351,"Thriller,Crime,Drama,Action",English,United Kingdom,,"HanWay Films,UK Film Council,Marv Films",2009,1.42
28000000.0,23172,en,"Former CIA spy Bob Ho takes on his toughest assignment to date: looking after his girlfriend's three kids, who haven't exactly warmed to their mom's beau. And when one of the youngsters accidentally downloads a top-secret formula, Bob's longtime nemesis, a Russian terrorist, pays a visit to the family.",6.663422,2010-01-15,45236543.0,94.0,Released,"Spying is easy, Babysitting is hard",The Spy Next Door,5.5,351,"Action,Comedy,Family",English,United States of America,,"Robert Simonds Productions,Relativity Media,Spy Next Door",2010,1.62
49300000.0,149871,ja,"Found inside a shining stalk of bamboo by an old bamboo cutter and his wife, a tiny girl grows rapidly into an exquisite young lady. The mysterious young princess enthralls all who encounter her - but ultimately she must confront her fate, the punishment for her crime.",7.566053,2013-11-23,24186232.0,137.0,Released,A princess's crime and punishment,The Tale of the Princess Kaguya,8.0,350,"Animation,Drama,Fantasy",日本語,Japan,,"Studio Ghibli,Hakuhodo DY Media Partners,KDDI Corporation,Mitsubishi Shoji,Gkids",2013,0.49
1.0,10795,fr,"A man receives a mysterious e-mail appearing to be from his wife, who was murdered years earlier. As he frantically tries to find out whether she's alive, he finds himself being implicated in her death.",10.239074,2006-11-01,0.0,131.0,Released,Eight years ago Alex's wife was murdered. Today she emailed him.,Tell No One,7.4,350,"Drama,Thriller,Crime,Mystery",Français,France,,Les Productions du Trésor,2006,0.0
11000000.0,687,en,A justice drama based on a true story about a man on death row who in his last days forms a strong relationship with a nun who teaches him forgiveness and gives him spirituality as she accompanies him to his execution. Susan Sarandon won an Oscar for best female actress for her convincing portrayal of Sister Helen Prejean.,6.891317,1995-12-29,39363635.0,122.0,Released,,Dead Man Walking,7.3,350,Drama,English,"United Kingdom,United States of America",,"Havoc,PolyGram Filmed Entertainment,Working Title Films",1995,3.58
11500000.0,11645,ja,"Set in Japan in the 16th century (or so), an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them, or cause them to turn on each other...and him...",12.250232,1985-06-01,4069653.0,162.0,Released,The Greatest Shakespeare Film,Ran,7.9,349,"Action,Drama,History",日本語,"France,Japan",,"Nippon Herald Films,Greenwich Film Productions,Herald Ace",1985,0.35
34000000.0,1273,en,"After the defeat of their old arch nemesis, The Shredder, the Turtles have grown apart as a family. Struggling to keep them together, their rat sensei, Splinter, becomes worried when strange things begin to brew in New York City.",11.358363,2007-03-23,95608995.0,90.0,Released,,TMNT,6.0,349,"Adventure,Animation,Comedy,Family",English,United States of America,,"The Weinstein Company,Imagi Animation Studios,Warner Bros.,Mirage Studios,Imagi Production",2007,2.81
48000000.0,913,en,"A very rich and successful playboy amuses himself by stealing artwork, but may have met his match in a seductive detective.",10.961226,1999-08-06,124305181.0,113.0,Released,How do you get the man who has everything?,The Thomas Crown Affair,6.7,349,"Drama,Crime,Romance",English,United States of America,,"Irish Dreamtime,Metro-Goldwyn-Mayer (MGM)",1999,2.59
1.0,10157,en,"Officer Carey Mahoney and his cohorts have finally graduated from the Police Academy and are about to hit the streets on their first assignment. Question is, are they ready to do battle with a band of graffiti-tagging terrorists? Time will tell, but don't sell short this cheerful band of doltish boys in blue.",9.021668,1985-03-28,55600000.0,87.0,Released,"To protect, to serve... and make you laugh. America's funniest crimebusters are back!",Police Academy 2: Their First Assignment,5.6,349,"Comedy,Crime",English,United States of America,Police Academy Collection,"Warner Bros.,The Ladd Company",1985,55600000.0
1.0,37797,ja,"Shizuku lives a simple life, dominated by her love for stories and writing. One day she notices that all the library books she has have been previously checked out by the same person: 'Seiji Amasawa'. Curious as to who he is, Shizuku meets a boy her age whom she finds infuriating, but discovers to her shock that he is her 'Prince of Books'. As she grows closer to him, she realises that he merely read all those books to bring himself closer to her. The boy Seiji aspires to be a violin maker in Italy, and it is his dreams that make Shizuku realise that she has no clear path for her life. Knowing that her strength lies in writing, she tests her talents by writing a story about Baron, a cat statuette belonging to Seiji's grandfather",10.550235,1995-07-15,0.0,111.0,Released,I found someone I like,Whisper of the Heart,7.7,349,"Animation,Drama,Family","日本語,Español",Japan,,"Studio Ghibli,Mimi wo Sumaseba Production Committee,Nippon Television Network (NTV),Hakuhodo",1995,0.0
19000000.0,13523,en,A high school senior drives cross-country with his best friends to hook up with a babe he met online.,9.106146,2008-10-16,18755936.0,109.0,Released,He's leaving virgin territory,Sex Drive,6.0,348,"Comedy,Adventure,Romance",English,United States of America,,"Summit Entertainment,Alloy Entertainment,Goldcrest Pictures",2008,0.99
